,,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
16391,19870827,-0.48,-0.74,-1.08,-0.72,-0.81,-0.86,-1.21,-0.61,-0.88,-0.46
16392,19870828,-0.64,-1.04,-0.8,-1.02,-0.9,-0.97,-1.42,-1.18,-1.34,-1.06
16393,19870831,0.52,0.42,0.9,0.43,0.76,0.87,0.85,0.85,0.53,1.08
16394,19870901,-1.17,-1.11,-1.28,-1.6,-1.96,-1.56,-1.63,-1.93,-1.66,-1.19
16395,19870902,-0.52,-0.94,-0.82,-0.71,-0.71,-0.41,-0.72,-0.64,-0.24,-0.88
16396,19870903,-0.14,-0.21,-0.28,-0.45,-0.57,-0.56,-0.51,-0.48,-0.46,-0.17
16397,19870904,-0.36,-0.52,-0.48,-0.83,-0.76,-1,-1.17,-0.95,-1.06,-1.23
16398,19870908,-1.56,-1.27,-1.22,-0.89,-1.42,-1.16,-1.44,-1.33,-0.56,-1.62
16399,19870909,0.04,-0.13,0.11,0.41,0.08,0.06,0.11,0.16,0.16,1.01
16400,19870910,0.44,0.38,0.37,0.42,0.4,1.15,0.82,0.98,1.53,1.76
16401,19870911,0.76,0.74,1,1.16,1.39,1.34,1.17,2.14,1.38,1.54
16402,19870914,-0.11,0.32,0.25,0.4,0.56,0.21,0.06,0,0.42,0.24
16403,19870915,-0.87,-0.76,-0.92,-0.91,-1.63,-1.32,-1.19,-1.61,-1.81,-1.26
16404,19870916,-0.38,-0.47,-0.2,-0.48,-0.6,-0.63,-1.01,-0.97,-0.95,-0.96
16405,19870917,-0.21,-0.25,-0.33,0.31,0.22,-0.12,-0.23,-0.06,0.32,-0.06
16406,19870918,-0.07,-0.19,-0.14,0.03,-0.16,0,-0.34,0.34,-0.31,-0.11
16407,19870921,-0.92,-0.34,-0.44,-0.99,-1.57,-1.02,-1.52,-0.98,-1.46,-2.06
16408,19870922,0.73,1.12,1.29,1.94,2.18,2.02,2.35,3.03,2.98,2.17
16409,19870923,-0.14,0.32,0.03,0.49,0.66,0.13,0.61,0.27,1.02,1.55
16410,19870924,0.06,-0.12,-0.33,-0.22,0.12,-0.27,-0.53,-0.38,-0.37,-0.03
16411,19870925,-0.18,-0.05,0.44,0.68,0.06,0.16,0.37,-0.1,0,-0.09
16412,19870928,0.5,0.59,0.48,0.61,0.07,0.3,1.06,1.18,1.19,0.96
16413,19870929,0.16,-0.36,0.03,-0.09,-0.36,-0.05,-0.18,-0.5,-0.45,-0.5
16414,19870930,0.51,0.29,0.35,-0.12,0.3,0.32,-0.34,-0.11,0.59,0.48
16415,19871001,0.5,0.9,1.01,1.61,1.41,1.63,1.68,1.62,1.63,1.59
16416,19871002,0.4,0.68,-0.07,0.08,0.56,0.03,0.44,0.18,0.42,0.51
16417,19871005,-0.02,-0.07,-0.14,0,-0.11,0.08,0.14,-0.14,0.12,0.64
16418,19871006,-1.47,-0.86,-1.19,-1.29,-1.86,-2.47,-2.5,-2.86,-3.06,-2.38
16419,19871007,-0.48,-0.39,0,-0.09,-0.57,-0.52,-0.47,-0.14,0.09,-0.89
16420,19871008,-0.82,-0.65,-0.42,-1.1,-0.82,-1.12,-1.62,-1.61,-1.69,-1.74
16421,19871009,-0.32,-0.3,-0.18,-0.44,-0.51,-1.05,-1.4,-0.57,-1.39,-0.58
16422,19871012,-0.77,-0.64,-0.41,-0.53,-0.63,-0.62,-0.27,-0.96,-0.69,-1.36
16423,19871013,0.92,1.26,1.9,1.65,1.36,0.87,1.07,1.72,1.31,1.29
16424,19871014,-1.7,-1.22,-1.43,-1.44,-2.06,-2.91,-2.65,-3.27,-2.7,-2.82
16425,19871015,-1.45,-1.09,-1.07,-1.39,-1.85,-2.26,-2.64,-2.38,-3.3,-2.79
16426,19871016,-4.07,-3.49,-3.27,-5.06,-4.69,-5.15,-4.98,-5.33,-5.13,-5.68
16427,19871019,-13.69,-13.79,-12.22,-16.46,-15.41,-19.97,-19.2,-19.49,-17.15,-19.32
16428,19871020,-5.45,0.18,-2.03,1.25,1.11,5.07,1.94,4.34,-0.44,-3.03
16429,19871021,7.97,7.58,7.42,8.22,8.12,8.15,8.48,8.64,9.83,9.77
16430,19871022,-3.83,-2.3,-2.93,-2.47,-3.8,-3.26,-3.63,-3.74,-5.59,-6.34
16431,19871023,-1.81,-0.36,0.14,0.02,-0.9,0.19,-0.31,0.3,-1.2,-2.64
16432,19871026,-8.1,-5.32,-5.42,-7.42,-7.46,-7.81,-8.05,-8.85,-9.21,-12.34
16433,19871027,-0.3,0.17,0.06,1.17,1.05,2.6,2.19,1.52,2.3,2.38
16434,19871028,-1.4,-1.13,-0.92,-0.9,-1.11,-0.27,0.84,-0.58,0.52,2.47
16435,19871029,3.12,1.8,2.48,3.2,4.87,3.47,5.84,5.02,5.66,9.18
16436,19871030,4.28,2.37,2.92,3.19,3.68,3.17,3.04,3.41,3.96,5.42
16437,19871102,1.54,0.7,1.07,0.76,1.14,1.61,1.29,1.43,1.14,1.85
16438,19871103,-1.38,-0.95,-0.56,-1.32,-1.71,-1.86,-1.92,-1.69,-2.66,-2.68
16439,19871104,-0.26,0.19,0.16,0.02,-0.61,-0.36,-0.8,-0.74,-1.57,-0.4
16440,19871105,1.57,1.77,1.51,1.51,1.82,1.55,2.39,1.65,3.43,2.84
16441,19871106,-0.12,-0.2,0,-1.08,-0.5,-1.6,-1.53,-1.44,-1.49,-1.28
16442,19871109,-2.03,-1.17,-1.53,-2.48,-2.29,-2.53,-2.86,-2.83,-2.64,-2.67
16443,19871110,-1.67,-1.02,-1.01,-1.96,-1.54,-1.59,-2.07,-1.87,-1.72,-2.04
16444,19871111,0.58,0.34,0.34,0.75,1.12,1.31,1.49,1.13,1.02,0.83
16445,19871112,1.04,1.07,1.22,1.83,1.89,2.31,2.47,2.98,3.3,3.52
16446,19871113,-0.38,0.16,-0.53,-0.95,-1.09,-0.77,-1.11,-1.07,-0.29,-0.96
16447,19871116,-0.1,-0.22,-0.16,0.72,0.68,-0.01,0.64,0.61,0.17,-0.2
16448,19871117,-1.67,-1.28,-1.59,-1.48,-0.96,-1.53,-1.34,-1.11,-1.78,-1.87
16449,19871118,0.27,0.03,0.84,1.02,0.67,0.86,0.86,0.89,1.24,0.97
16450,19871119,-1.85,-1.59,-1.57,-2.14,-1.66,-1.66,-1.77,-2.12,-2.55,-2.02
16451,19871120,-0.04,-0.29,0.39,0.36,0.02,0.41,0.75,0.89,0.8,0.8
16452,19871123,0.84,0.3,-0.21,-0.19,0.35,0.18,0.34,0.63,0.29,0.69
16453,19871124,0.72,0.65,0.87,1.59,0.94,1.02,1.36,1.19,1.28,2.07
16454,19871125,-0.01,-0.07,-0.37,-0.28,-0.47,-0.42,-0.4,-0.99,-0.62,-0.99
16455,19871127,-0.21,-0.75,-1.1,-1.13,-1.42,-0.84,-0.9,-1.45,-1.71,-0.91
16456,19871130,-4.13,-4.33,-3.78,-3.54,-3.87,-3.95,-3.51,-4.12,-4.02,-4.25
16457,19871201,-0.87,-0.09,0.62,0.09,0.6,0.56,0.6,0.64,0.83,0.51
16458,19871202,-0.32,0.33,0.39,0.22,-0.08,0.25,0.3,0.49,0.69,0.74
16459,19871203,-3.23,-2.75,-2.47,-3.1,-2.42,-2.55,-2.57,-2.96,-3.83,-3.69
16460,19871204,-2.14,-1.7,-1.45,-1.12,-1.18,-0.82,-0.59,-0.62,-0.62,-1.58
16461,19871207,-0.64,0.37,0.57,0.82,0.92,1.37,1.38,1.74,2.83,2.48
16462,19871208,0.83,1.29,1.72,2.07,1.96,1.96,2.05,2.22,3.51,2.41
16463,19871209,1.53,1.25,0.94,1.83,1.17,2.04,1.37,1.65,1.73,2.21
16464,19871210,-1.2,-1.2,-1.18,-1.86,-1.99,-1.41,-1.81,-1.86,-2.05,-1.09
16465,19871211,0.62,0.15,0.7,0.83,1,0.47,0.22,0.71,0.7,0.31
16466,19871214,2.07,2.29,2.23,2.72,2.54,2.64,2.76,2.68,2.94,3.05
16467,19871215,0.73,0.87,0.39,0.11,0.32,0.54,0.61,0.64,0.18,0.24
16468,19871216,2.44,2.74,2.37,2.18,1.7,1.49,1.91,2.27,2.11,2.19
16469,19871217,-0.42,-0.78,-0.75,-1.04,-1.07,-1.41,-1.68,-1.5,-1.79,-1.44
16470,19871218,3.65,2.97,2.44,2.5,1.9,2.03,2.07,2.38,2.31,1.85
16471,19871221,-0.49,0.53,0.02,0.17,0.23,0.87,0.3,0.41,-0.05,0.81
16472,19871222,-0.95,-0.2,-0.29,-0.19,0.26,0.15,-0.11,-0.01,-0.12,0.31
16473,19871223,1.65,0.71,1.25,1.64,1.72,1.57,1.07,0.69,1.21,1.33
16474,19871224,1.01,0.18,0.04,-0.05,-0.01,-0.18,-0.27,-0.44,-0.25,0.01
16475,19871228,-2.73,-2.34,-1.87,-2.05,-2.03,-1.97,-2.2,-2.42,-2.82,-2.65
16476,19871229,0.07,-0.18,0.23,-0.6,-0.34,-0.36,-0.27,-0.65,-0.37,-0.01
16477,19871230,1.05,1.12,0.98,1.24,0.79,1.16,1.15,1.41,1.45,1.18
16478,19871231,0.1,-0.27,-0.14,0.33,-0.26,0.23,-0.29,-0.23,-0.51,-0.21
16479,19880104,4.65,4.45,4.28,3.66,3.47,2.75,2.98,3.38,3.54,2.86
16480,19880105,2.19,1.67,2.2,1.62,1.43,1.3,1.12,1.08,0.89,0.8
16481,19880106,3.06,1.22,0.87,0.5,0.96,0.24,0.17,0.13,-0.28,-0.04
16482,19880107,1.64,1.31,0.91,1.07,1.22,0.76,0.64,0.44,0.62,0.73
16483,19880108,-5.88,-5.19,-5.28,-5.05,-5,-4.45,-5.38,-5.65,-6.85,-6.18
16484,19880111,-0.02,0.62,0.56,0.46,0.46,-0.14,1.02,0.98,1.57,1.44
16485,19880112,-1.13,-1,-0.79,-0.53,-0.91,-0.35,-0.52,-0.92,-0.94,-1.36
16486,19880113,0.48,0.19,0.34,0.56,0.12,-0.05,0.52,0.54,-0.04,-0.33
16487,19880114,0.28,-0.2,0.26,-0.38,0.17,0.05,0.18,0.11,0.02,0.24
16488,19880115,1.48,2.2,1.81,2.08,2.15,1.92,2.21,2.56,3.2,1.75
16489,19880118,0.13,0.15,0.34,0.29,0.69,0.04,-0.14,-0.15,-0.16,0.17
16490,19880119,0.19,0.18,-0.46,-0.47,0.09,-0.31,-0.3,-1.44,-1.11,-0.61
16491,19880120,-2.8,-2.52,-1.88,-1.87,-1.6,-1.86,-2.17,-2.28,-3.18,-3.49
16492,19880121,0.23,0,0.14,0.13,-0.03,-0.03,-0.05,0.46,0.3,0.24
16493,19880122,1.09,1.29,1.29,1.24,1.35,1.08,1.1,1.36,1.27,1.07
16494,19880125,1.13,1.2,1.45,3.18,1.65,1.72,2.04,1.58,2.97,1.44
16495,19880126,-0.73,-0.61,-0.39,-0.55,-0.62,-0.34,-0.78,-1.12,-0.8,-1.05
16496,19880127,0.3,0.19,-0.02,0.15,0.2,0.33,0.14,-0.28,-0.21,-0.5
16497,19880128,0.69,1.35,1.16,1.11,1.49,1.39,1.64,1.54,1.07,0.97
16498,19880129,0.76,1.19,1.88,1.75,1.62,1.2,1.28,1.44,0.94,0.55
16499,19880201,0.03,0.36,0.36,0.12,0.11,-0.25,-0.93,-0.35,-0.45,-0.27
16500,19880202,0.06,0.74,0.18,0.61,0.26,0.36,0.1,0.16,-0.06,0.39
16501,19880203,-0.42,-0.65,-0.6,-1.05,-0.42,-0.78,-1.45,-1.05,-1.46,-1.4
16502,19880204,-0.11,-0.06,0.23,-0.18,-0.22,0.22,-0.14,0.03,0.02,0.35
16503,19880205,0.09,0.13,0.03,-0.08,-0.06,-0.47,-0.2,-0.21,-0.15,-0.39
16504,19880208,-1.05,-0.43,-0.66,-0.69,-0.45,-0.98,-0.56,-0.77,-0.48,-0.59
16505,19880209,0.12,0.66,0.81,0.65,0.59,0.53,0.82,1.13,1.18,1.01
16506,19880210,1.51,1.16,1.44,1.64,1.42,1.77,1.82,1.84,1.85,2.02
16507,19880211,-0.15,0.05,-0.11,-0.13,0.17,-0.26,-0.02,-0.28,-0.46,0.35
16508,19880212,0.75,0.46,0.55,0.6,0.62,0.81,0.31,0.53,0.59,0.48
16509,19880216,0.89,0.89,0.5,0.67,0.66,1.2,0.59,0.87,0.69,0.84
16510,19880217,0.29,0.08,-0.14,-0.26,-0.21,-0.29,-0.09,-0.22,-0.36,0.35
16511,19880218,0.3,0.35,-0.33,-0.29,-0.38,-0.34,-0.51,-0.45,-0.2,-0.64
16512,19880219,1.16,1.61,1.28,1.22,1.15,1.24,0.98,0.99,1.21,1.25
16513,19880222,2.02,1.31,1.51,1.84,1.36,1.28,1.6,0.99,1.15,1.01
16514,19880223,0.32,0.1,-0.32,0.1,-0.04,-0.04,-0.15,0.34,-0.37,-0.01
16515,19880224,1.12,0.68,0.35,0.45,0.21,0.11,-0.27,-0.06,-0.47,0.17
16516,19880225,0.13,-0.46,-0.33,-0.83,-0.8,-0.81,-0.85,-0.39,-1.07,-0.56
16517,19880226,0.65,0.41,0.19,0.51,0.03,0.51,0.39,0.19,0.19,-0.19
16518,19880229,2.35,2.08,2.01,2.01,1.61,2.16,1.82,1.86,1.72,1.37
16519,19880301,-0.08,0.09,0.06,0.02,-0.2,-0.28,-0.1,-0.24,-0.15,-0.09
16520,19880302,0.99,0.74,0.54,0.49,0.6,0.26,0.47,0.22,0.3,0.54
16521,19880303,-0.12,0.22,0.49,0.32,-0.25,-0.13,0.43,0.25,-0.26,0.24
16522,19880304,0.33,-0.06,0.28,-0.81,-0.38,-0.06,-0.02,0,-0.2,0.12
16523,19880307,0.79,0.5,0.88,-0.32,0.07,0.05,0.14,-0.09,0.15,0.18
16524,19880308,1.43,0.78,0.58,1.11,1.2,0.79,0.72,0.56,0.27,0.42
16525,19880309,0.87,0.72,0.19,-0.07,-0.01,0.15,0.06,-0.08,-0.41,0.62
16526,19880310,-1.73,-1.88,-1.43,-1.96,-1.91,-1.55,-1.97,-1.36,-1.48,-1.54
16527,19880311,0,0.19,-0.02,0.17,0.47,-0.14,0.11,0.39,0.31,0.09
16528,19880314,0.44,0.26,0.01,0.28,0.57,0.72,0.5,0.51,0.38,0.46
16529,19880315,-0.57,-0.25,-0.55,-0.38,-0.03,-0.03,0.02,0.1,0.28,0.11
16530,19880316,0.54,0.7,0.71,0.56,0.83,0.9,0.98,0.57,1.34,0.68
16531,19880317,0.87,0.59,0.65,0.79,1.18,0.94,0.89,1.09,0.69,0.81
16532,19880318,-0.22,0.08,0.05,-0.24,-0.11,0.18,-0.18,0.01,0.07,0.27
16533,19880321,-1.3,-0.74,-0.79,-0.79,-0.62,-0.75,-0.87,-0.69,-0.77,-0.75
16534,19880322,0.22,0.9,0.68,-0.3,0.02,0.46,0,-0.1,-0.26,0.38
16535,19880323,0.31,-0.02,0.51,-0.29,-0.02,0.22,0.01,0.39,0.27,0.4
16536,19880324,-1.36,-2.03,-2.03,-1.96,-1.75,-1.73,-1.83,-1.68,-1.65,-1.68
16537,19880325,-0.74,-1.35,-1.24,-1.97,-1.65,-1.49,-1.38,-1.5,-1.52,-0.99
16538,19880328,-1.48,-0.69,-0.42,-0.19,-0.04,-0.71,-0.58,0,-0.25,-0.73
16539,19880329,0.61,0.67,0.66,0.18,0.74,0.76,0.96,0.53,1.06,0.95
16540,19880330,-0.63,-1,-1.18,-0.57,-0.57,-0.32,-0.62,-0.58,-0.46,-0.9
16541,19880331,0.85,0.78,0.71,0.97,0.06,0.68,0.06,-0.03,0.01,0.58
16542,19880404,-1.44,-1.31,-0.89,-0.91,-0.63,-1.26,-1.2,-0.81,-0.48,-0.89
16543,19880405,0.27,1.06,0.74,0.31,0.63,0.74,0.84,0.62,0.83,0.86
16544,19880406,1.33,2.18,2.7,2.3,2.04,2.4,2.27,1.89,2.42,2.31
16545,19880407,0.1,0.28,-0.03,0.39,-0.16,0.37,0.66,0.44,0.04,0.59
16546,19880408,0.73,0.82,1.09,1.64,1.02,1.33,0.92,1.12,1.04,0.89
16547,19880411,0.4,0.09,0.67,0.22,0.36,0.42,0.15,0.15,0.13,0.35
16548,19880412,0.26,0.08,0.32,0.6,0.31,0.94,0.54,0.27,0.43,0.36
16549,19880413,-0.42,0.11,0.41,0.22,-0.15,-0.04,-0.12,-0.08,-0.01,-0.19
16550,19880414,-3.43,-4.09,-4.28,-3.87,-3.71,-3.4,-3.85,-3.65,-3.75,-3.45
16551,19880415,-0.24,-0.42,0.57,-0.32,-0.53,-0.26,0.01,-0.32,-0.09,-0.07
16552,19880418,0.41,0.18,0.13,-0.53,0.05,0.11,-0.72,0,-0.21,0.18
16553,19880419,0.01,0.05,-0.4,-0.35,-0.16,-0.31,-0.63,-0.13,-0.35,0.25
16554,19880420,-1.05,-0.44,-0.57,-0.63,-0.65,-0.87,-0.64,-0.63,-0.69,-0.66
16555,19880421,-0.15,-0.43,-0.41,0.01,0.07,-0.16,0.37,0.1,0,-0.1
16556,19880422,0.69,0.98,1.22,1.12,1.13,1.16,1.56,0.99,1.11,0.76
16557,19880425,0.23,0.47,0.76,1.14,0.73,0.72,0.67,1.12,0.43,0.38
16558,19880426,1.73,0.63,0.58,1.09,0.3,0.55,0.4,0.6,0.56,0.65
16559,19880427,0.62,0.13,0.06,-0.05,-0.29,0,-0.03,-0.06,0.25,0.18
16560,19880428,-0.35,-0.65,-0.52,-0.68,-0.25,-0.5,-0.48,-0.28,-0.34,0.48
16561,19880429,-0.09,-0.02,-0.57,-0.23,-0.41,-0.57,-0.24,-0.18,0.07,-0.06
16562,19880502,0.06,0.33,0.41,0.21,-0.16,-0.06,-0.01,-0.01,-0.11,-0.1
16563,19880503,0.4,0.51,0.23,0.81,0.42,0.73,0.7,0.53,0.38,0.4
16564,19880504,-0.94,-0.76,-0.7,-0.77,-0.63,-0.86,-0.95,-0.53,-0.98,-0.16
16565,19880505,-1.18,-0.66,-0.23,-0.18,-0.77,-0.38,-0.52,-0.65,-0.61,-0.34
16566,19880506,0.01,-0.44,-0.71,-0.39,-0.55,-0.36,-0.4,-0.29,-0.33,0.05
16567,19880509,-0.86,-0.31,-0.37,-0.21,-0.35,-0.38,-0.31,-0.18,-0.47,-1.09
16568,19880510,0.08,0.37,0.36,0.11,0.29,0.3,0.43,0.2,0.46,-0.15
16569,19880511,-1.86,-1.79,-1.56,-1.55,-1.56,-1.47,-1.46,-1.33,-1.57,-1.62
16570,19880512,0.59,0.03,0.21,0.53,0.04,-0.15,0.06,0.68,0.41,0.36
16571,19880513,0.76,0.85,1.02,1.11,0.96,1.06,1.03,0.8,0.89,0.82
16572,19880516,0.25,0.43,0.82,0.79,0.94,0.83,0.54,0.39,0.64,0.15
16573,19880517,-0.93,-0.99,-0.91,-1.14,-0.67,-0.89,-1.1,-0.97,-0.78,-0.44
16574,19880518,-1.59,-1.65,-1.62,-1.65,-1.57,-1.55,-1.27,-1.37,-1.39,-1.05
16575,19880519,0.49,0.8,0.72,0.03,0.1,0.28,0.18,0.49,-0.09,-0.01
16576,19880520,0.37,-0.4,0.34,0.32,0.26,0.38,0.04,0.2,0.06,-0.09
16577,19880523,-0.75,-0.71,-0.76,-0.59,-0.57,-0.62,-0.98,-0.69,-0.79,-0.9
16578,19880524,0.22,0.83,1.21,1.22,0.89,0.89,0.89,0.74,0.95,0.71
16579,19880525,0.15,0.33,-0.02,0.28,0.13,0.49,0.19,0.3,0.07,0.29
16580,19880526,0.48,0.74,0.38,0.41,0.33,-0.05,0.72,0.07,0.27,0.76
16581,19880527,-0.23,-0.1,-0.43,-0.41,-0.4,-0.25,-0.36,-0.4,-0.26,-0.25
16582,19880531,1.7,3.02,3.43,2.92,2.6,2.95,2.57,3.08,2.39,1.44
16583,19880601,0.98,1.79,1.86,1.66,1.88,1.72,2.05,1.39,1.51,1.46
16584,19880602,-0.12,-0.32,-0.54,-0.19,-0.25,-0.25,-0.54,-0.67,-0.33,-0.13
16585,19880603,0.34,0.31,0.33,0.07,0.69,0.42,0.55,0.44,0.73,0.42
16586,19880606,1.06,0.91,0.58,0.33,0.26,0.05,-0.17,0.25,0.28,0.4
16587,19880607,-0.15,-0.42,-0.58,-0.67,-0.79,-0.49,-0.55,-0.47,-0.39,0.1
16588,19880608,1.89,2.33,2.39,1.9,2.3,2.01,1.92,2.2,1.61,0.9
16589,19880609,0.51,-0.33,-0.44,0.14,-0.29,-0.18,-0.03,-0.47,-0.26,0.5
16590,19880610,0.46,0.78,0.37,0.32,0.24,0.27,0.26,0.3,0.3,0.23
16591,19880613,0,0.18,0.34,-0.05,0.1,-0.18,-0.12,0.19,0.26,0.25
16592,19880614,0.53,0.94,1.02,0.88,1.09,0.7,0.75,0.9,1.24,0.51
16593,19880615,0.45,0.29,0.34,-0.14,0.22,0.19,0.12,-0.04,-0.01,0.04
16594,19880616,-0.94,-1.77,-1.44,-1.34,-1.91,-1.3,-1.3,-1.16,-1.11,-0.42
16595,19880617,0.2,0.41,0.16,0.09,0.18,-0.18,0.29,0.59,0.21,-0.46
16596,19880620,-0.62,-0.54,-0.42,-0.47,-0.55,-0.28,-0.44,-0.44,-0.63,-0.74
16597,19880621,1.47,0.92,1.56,0.8,0.65,0.62,0.8,0.7,0.73,0.61
16598,19880622,1.06,1.71,1.62,1.35,1.24,1,1.35,1.31,1.24,0.47
16599,19880623,0.55,0.02,0.37,-0.13,-0.15,-0.05,-0.28,-0.55,-0.24,-0.07
16600,19880624,0.21,0.44,-0.14,-0.06,-0.41,-0.18,-0.07,-0.44,-0.39,-0.23
16601,19880627,-1.1,-1.06,-1.16,-1.79,-1.67,-1.28,-1.44,-1.49,-0.85,-0.8
16602,19880628,1.13,1.29,0.84,0.97,0.98,0.96,0.87,1.56,0.59,0.39
16603,19880629,-0.02,-0.2,-0.34,-0.47,-0.27,-0.2,-0.19,-0.58,-0.5,-0.19
16604,19880630,1.17,1.06,1.26,1.35,0.9,0.5,1.09,0.5,0.68,0.83
16605,19880701,0.04,-0.4,-0.38,-0.34,-0.38,-0.37,-0.68,-0.5,-0.27,0.08
16606,19880705,0.69,1.51,1.05,1.28,1.37,1.11,1.4,0.91,0.85,0.64
16607,19880706,-0.31,-0.96,-1.29,-1.48,-1.01,-0.81,-1.44,-1.21,-1.07,-0.69
16608,19880707,0.78,-0.33,-0.11,-0.02,0.06,-0.08,0.09,-0.09,-0.25,0.04
16609,19880708,-0.06,-0.58,-0.55,-0.76,-0.62,-0.22,-0.41,-0.53,-0.48,-0.42
16610,19880711,-0.08,0.22,0.1,0.4,0.14,0.14,0.14,0.15,0.16,-0.21
16611,19880712,-0.58,-0.9,-1.01,-1.2,-0.86,-0.53,-0.63,-0.69,-0.61,-0.6
16612,19880713,0.29,-0.05,0.32,0.57,0.1,0.39,0.12,0.58,0.27,0.45
16613,19880714,0.44,0.4,0.15,0.5,0.22,0.42,-0.05,0.43,0.15,0.4
16614,19880715,0.57,0,0.53,0.8,0.58,0.37,0.34,0.81,0.23,-0.02
16615,19880718,-0.41,-0.07,-0.54,-0.62,-0.36,-0.22,-0.28,-0.5,-0.36,-0.4
16616,19880719,-0.78,-0.98,-0.8,-0.98,-0.68,-0.8,-0.74,-0.61,-0.62,-0.5
16617,19880720,0.6,0.18,0.52,0.48,0.6,0.55,0.33,0.52,0.19,0.2
16618,19880721,-0.97,-0.85,-1.43,-1.13,-1.24,-0.84,-0.77,-1.19,-0.79,-0.89
16619,19880722,-1.06,-1.08,-1.16,-1.14,-1.24,-0.82,-0.98,-1.03,-1.08,-0.6
16620,19880725,0.16,0.44,0.44,0.58,0.4,0.04,0.3,0.53,0.12,-0.03
16621,19880726,-0.41,0.2,-0.09,0.35,0.13,0.25,0.13,0.39,0.23,-0.21
16622,19880727,-1.54,-0.88,-0.91,-1.06,-0.84,-0.83,-0.64,-0.67,-0.67,-0.75
16623,19880728,0.16,0.57,1.55,1.51,1.08,1.06,0.82,0.85,0.86,0.35
16624,19880729,1.48,1.59,2.14,1.93,2.07,1.84,1.8,1.25,1.82,1.2
16625,19880801,0.17,0.18,0.27,0.42,0.16,0.21,-0.35,0.46,0.3,0.29
16626,19880802,0.19,-0.37,-0.09,0.12,0.12,0.14,-0.08,0.21,0.09,-0.3
16627,19880803,0.01,0.13,0.27,0.24,0.56,0.51,0.45,0.4,0.18,-0.03
16628,19880804,0.02,-0.01,-0.16,-0.39,-0.08,-0.28,-0.4,-0.13,-0.07,0.02
16629,19880805,-0.4,0.17,-0.68,-0.18,-0.26,-0.26,-0.24,-0.29,-0.37,-0.33
16630,19880808,-0.47,-0.42,-0.38,-0.21,-0.33,-0.27,-0.26,-0.42,-0.31,-0.09
16631,19880809,-1.4,-0.73,-1.28,-1.06,-1.33,-0.85,-1.03,-1.17,-1.15,-1.08
16632,19880810,-2.01,-1.9,-1.85,-1.61,-1.67,-1.47,-1.54,-1.73,-1.19,-1.66
16633,19880811,0.34,0.53,0.17,0.4,0.38,0.12,0.25,0.31,-0.04,0.14
16634,19880812,-0.18,-0.08,-0.11,-0.21,0.08,-0.27,-0.12,0.15,-0.05,-0.17
16635,19880815,-1.28,-1.44,-1.73,-1.36,-1.16,-0.99,-1.15,-1.13,-0.96,-1.27
16636,19880816,0.3,0.7,0.97,0.75,0.55,1,0.44,0.21,0.55,0.77
16637,19880817,-0.23,0.14,-0.28,0.21,0.19,0.04,0.44,0.13,0.32,0.02
16638,19880818,0.27,0.31,0.09,0.17,0.12,0.11,0.19,0.03,0.15,0.21
16639,19880819,-0.2,-0.16,-0.41,0.11,-0.14,-0.02,-0.34,-0.2,-0.07,0.2
16640,19880822,-1.08,-1.5,-1.34,-1.29,-1.21,-1.09,-0.86,-1.05,-0.51,-0.81
16641,19880823,0.21,-0.41,0.13,0,0.05,-0.22,0.2,0.15,-0.04,-0.3
16642,19880824,1.32,1.4,1.53,1.45,1.46,1.36,1.09,1.25,0.81,1
16643,19880825,-0.8,-0.57,-0.79,-0.63,-0.68,-0.8,-0.52,-0.49,-0.53,-0.38
16644,19880826,0.63,0.12,0.15,0.21,0.06,0.25,0.11,0.18,0.02,0.44
16645,19880829,0.43,1.16,1.05,1.17,0.99,0.88,0.74,0.91,0.79,0.6
16646,19880830,-0.3,0.52,0.15,-0.13,0.03,0.08,0.25,0.03,0.4,0.12
16647,19880831,-0.23,-0.11,-0.22,-0.62,-0.22,-0.09,-0.07,-0.04,-0.08,-0.22
16648,19880901,-0.83,-1.13,-1.05,-1.02,-1.29,-1.29,-1.15,-1.11,-0.76,-0.9
16649,19880902,2.03,1.84,2.15,2.55,2.19,1.94,1.77,1.39,1.69,1.38
16650,19880906,-0.84,0.81,0.55,0.53,0.8,0.71,0.35,-0.13,0.23,0.28
16651,19880907,0.36,0.2,0.18,0.18,0.28,0.28,0.07,-0.18,0.06,0.33
16652,19880908,0.32,0.13,0.08,0.28,0.1,0.08,0.04,0.01,0.25,0.2
16653,19880909,1.07,0.99,0.59,0.74,0.35,0.43,-0.03,0.23,-0.15,0.45
16654,19880912,-0.11,0.19,-0.21,0.01,-0.05,-0.29,-0.15,0.08,-0.24,0.13
16655,19880913,0.14,0.33,0.12,0.38,-0.05,0.27,0.23,0.71,0.07,0.31
16656,19880914,0.13,0.48,0.87,0.35,0.79,0.73,0.64,0.63,0.48,0.47
16657,19880915,-0.55,-0.52,-0.38,-0.39,-0.46,-0.45,-0.28,-0.15,-0.2,-0.08
16658,19880916,0.46,1.26,0.88,0.71,0.68,0.8,0.75,0.5,0.61,0.6
16659,19880919,-0.84,-0.39,-0.36,-0.4,-0.25,-0.44,-0.58,-0.8,-0.18,-0.25
16660,19880920,0.34,0.15,0.2,0.34,0.27,0.29,0.2,0.31,0.77,0.16
